age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary
51,0,195105,2,9,2,8,3,4,0,40,1,0
52,0,101752,3,11,0,13,0,4,1,56,1,0
74,0,95825,3,10,2,9,1,4,0,3,1,0
49,2,362654,3,10,0,3,0,4,1,50,1,1
20,0,29810,3,10,1,9,3,4,0,40,1,0
40,1,77332,3,10,2,0,1,4,0,50,1,0
78,0,87518,3,10,1,9,1,4,1,60,1,0
63,0,113324,3,10,0,10,0,4,1,40,1,0
63,0,96299,2,9,2,13,4,4,1,45,1,1
51,0,237729,3,10,2,0,4,4,0,40,1,0
23,0,200973,2,9,1,0,1,4,0,40,1,0
66,2,212456,2,9,2,2,1,4,1,20,1,0
33,2,131568,2,9,0,11,0,4,1,66,1,0
49,0,185859,2,9,0,2,0,4,1,43,1,0
20,0,231981,3,10,1,13,1,4,1,32,1,0
33,2,117963,3,12,0,3,0,4,1,60,1,1
26,0,78172,3,10,0,10,0,4,1,40,1,0
52,0,164135,2,9,0,3,0,4,1,50,1,1
33,0,171216,5,13,0,3,0,4,1,50,1,1
47,0,140664,5,13,2,11,1,4,1,45,1,0
23,0,249277,2,9,1,3,3,2,1,75,1,0
53,1,117847,3,12,0,0,0,4,1,40,1,0
19,0,52372,3,10,1,7,3,4,1,20,1,0
26,1,95806,3,10,1,2,1,4,1,40,1,0
53,0,137428,4,4.5,0,13,0,4,1,60,1,1
65,0,169047,2,9,1,6,1,4,1,10,1,0
68,0,339168,5,13,0,13,0,4,1,30,1,0
30,0,415887,4,6,1,11,2,4,1,18,0,0
28,0,132870,4,7,0,2,0,4,1,45,1,0
54,1,135840,4,6,0,10,0,4,1,45,1,0
30,0,35644,2,9,1,7,3,4,1,10,1,0
22,0,198148,3,10,1,0,3,4,1,50,1,0
25,0,220098,2,9,1,7,3,4,1,30,1,0
19,0,262515,4,7,1,7,2,4,1,20,1,0
19,0,415887,3,10,1,9,3,4,0,35,1,0
32,1,111567,3,15,0,9,0,4,1,40,1,1
23,0,194096,5,13,1,3,3,4,0,40,1,0
51,1,415887,5,13,0,9,0,4,1,45,1,0
25,0,197871,3,10,0,11,0,4,1,44,1,1
46,1,253116,5,13,1,9,1,2,0,40,1,0
38,0,206535,3,10,2,12,4,4,0,50,1,0
26,1,70447,2,9,0,10,0,1,1,40,1,1
46,0,201217,2,9,2,9,1,4,0,40,1,0
25,0,209970,5,13,1,9,1,4,0,40,1,0
20,0,196745,3,10,1,7,3,4,0,16,1,0
29,1,175262,1,14,0,9,2,4,1,35,1,0
51,2,304955,1,14,0,3,0,4,1,50,1,1
40,0,181265,3,10,0,2,0,4,1,52,1,0
24,0,200973,3,10,1,0,1,4,0,40,1,0
24,2,37440,5,13,1,4,4,4,1,50,1,0
31,0,395170,3,11,0,7,5,0,0,24,0,0
54,0,32385,2,9,2,9,1,4,0,30,1,0
34,0,353213,3,12,2,2,1,4,1,60,1,0
19,0,38619,3,10,1,4,3,4,1,66,1,0
21,0,177711,2,9,1,13,3,2,1,40,1,0
21,0,190761,4,6,0,4,0,4,1,70,1,0
23,0,27776,3,10,0,13,0,4,1,24,1,0
37,1,415887,3,10,1,2,1,4,1,40,1,0
40,0,71738,1,14,0,3,0,4,1,46,1,1
57,0,74156,2,9,0,7,0,4,1,30,1,0
48,0,202467,5,13,0,9,0,4,1,40,1,1
24,0,123983,4,7,0,13,0,1,1,40,0,0
43,0,193494,3,10,0,9,0,4,1,40,1,0
32,0,169886,5,13,1,9,1,4,0,20,1,0
40,0,130571,2,9,1,7,1,4,0,40,1,0
52,2,90363,3,15,0,9,0,4,1,35,1,1
49,0,83444,2,9,2,3,1,4,1,40,1,0
45,2,239093,3,10,0,3,0,0,1,40,1,0
62,1,151369,2,9,1,2,1,4,1,40,1,0
29,0,56630,3,11,0,0,0,4,1,40,1,0
49,0,117095,2,9,2,6,4,4,0,40,1,0
55,1,189985,3,10,2,0,4,2,0,40,1,0
20,0,34862,3,10,1,9,3,0,1,72,1,0
37,2,126675,5,13,1,3,3,4,1,40,1,0
43,1,199806,5,13,0,0,0,4,1,40,1,1
29,0,57596,3,10,2,0,1,4,0,40,1,0
44,0,103459,2,9,0,11,5,4,0,40,1,1
28,0,282398,3,10,2,12,4,4,1,40,1,1
38,0,298841,3,10,1,3,1,4,0,45,1,0
45,0,33300,3,11,0,11,0,4,1,50,1,1
22,0,306031,3,10,1,9,3,4,1,40,1,0
19,0,306467,3,10,1,7,3,4,0,20,1,0
20,0,189888,4,8,1,7,1,4,1,40,1,0
60,0,83861,2,9,0,5,0,4,1,40,1,0
30,0,117393,2,9,1,11,1,4,0,40,1,0
22,0,129934,3,10,1,0,1,1,1,40,1,0
51,0,179010,3,10,2,11,1,4,0,60,1,0
31,0,375680,5,13,1,9,4,2,0,40,1,0
48,0,316101,2,9,2,3,4,4,0,40,1,0
43,0,293305,5,13,0,11,0,4,1,40,1,1
51,1,175750,2,9,2,13,4,2,1,40,1,0
41,0,121718,3,11,0,12,0,4,1,48,1,1
62,0,94931,3,11,0,9,0,4,1,40,1,0
50,1,229272,2,9,0,2,0,2,1,40,1,1
46,0,142828,2,9,0,11,5,4,0,40,1,1
54,0,22743,3,10,0,13,0,4,1,60,1,1
68,0,76371,2,9,0,5,0,4,1,45,1,1
23,2,216129,3,12,1,2,1,4,1,30,1,0
49,0,107425,1,14,1,11,1,4,0,35,1,0
24,0,415887,4,6,0,5,0,4,1,40,1,0
30,1,363032,2,9,0,10,0,2,1,40,1,0
38,0,170020,2,9,0,6,0,4,1,45,1,0
34,0,137900,2,9,1,11,1,4,0,35,1,0
22,0,322674,3,10,1,3,3,4,1,40,1,0
30,0,23778,4,4.5,2,5,1,4,1,40,1,0
61,0,147845,4,4.5,0,13,0,4,1,31,1,0
36,0,175759,2,9,2,3,4,4,1,40,1,0
51,2,166459,3,11,0,3,0,4,1,40,1,0
43,0,128212,4,4.5,0,6,5,1,0,40,0,1
54,1,127455,3,10,0,10,0,4,1,48,1,1
63,0,134699,2,9,2,9,1,4,0,25,1,0
51,0,254230,3,10,0,3,0,4,1,40,1,1
63,2,159715,4,6,0,6,0,4,1,40,1,0
51,1,116286,1,14,0,9,0,4,1,60,1,1
27,0,146719,2,9,2,11,3,4,0,35,1,0
35,0,361888,3,12,0,12,0,4,1,40,1,1
31,0,26553,5,13,0,9,5,4,0,25,1,1
46,2,32825,2,9,2,2,4,4,1,40,1,0
53,0,225768,3,11,0,2,0,2,1,40,1,1
26,1,393728,3,10,2,0,3,4,1,24,1,0
43,0,160369,2,9,1,6,3,4,1,40,1,0
39,0,191807,2,9,0,11,0,4,1,50,1,1
50,1,176969,2,9,2,9,1,4,1,40,1,0
54,1,33863,2,9,0,0,0,4,1,40,1,1
62,0,182687,3,10,0,9,5,4,0,45,1,1
57,1,141459,3,10,2,9,4,4,0,40,1,0
19,0,174233,3,10,1,9,3,2,1,24,1,0
29,1,95393,2,9,1,7,3,4,1,20,1,0
20,0,221095,2,9,1,2,2,2,1,40,1,0
53,0,104501,5,13,0,3,0,4,1,55,1,1
18,0,415887,3,10,1,9,3,4,1,40,1,0
22,0,131230,3,10,1,9,3,4,1,40,1,0
23,0,415887,2,9,1,7,1,4,1,40,0,0
69,0,185691,4,7,0,0,0,4,1,20,1,0
56,0,201822,4,4.5,0,5,0,4,1,40,1,0
53,1,415887,5,13,0,9,0,2,1,35,1,0
28,0,247445,2,9,1,0,1,4,1,40,1,0
28,0,199566,5,13,0,7,0,2,1,40,1,0
33,2,139057,2,9,0,3,0,1,1,84,0,1
48,0,185039,2,9,2,11,4,4,0,30,1,0
61,0,166124,2,9,0,2,0,4,1,40,1,1
49,0,82649,5,13,0,9,0,4,1,45,1,0
48,0,109275,3,10,0,3,0,4,1,40,1,0
32,0,408328,4,4.5,0,2,0,4,1,40,1,0
51,0,186338,2,9,0,2,0,4,1,40,1,1
27,0,130856,5,13,1,9,1,4,1,40,1,0
19,0,251579,3,10,1,7,3,4,1,14,1,0
47,0,76612,2,9,0,9,0,4,1,50,1,0
25,0,22546,5,13,1,13,3,4,1,60,1,0
72,0,53684,3,10,0,10,0,2,1,40,1,0
29,0,183627,4,7,2,2,1,4,1,40,1,0
22,0,73203,2,9,1,0,3,4,0,40,1,0
57,0,108426,2,9,0,7,0,2,1,48,0,0
50,0,116287,3,12,0,0,0,4,1,60,0,0
45,2,145697,3,10,0,11,0,4,1,30,1,0
52,0,326156,3,10,2,9,1,4,1,40,1,1
53,0,201127,1,14,0,3,0,4,1,48,1,1
36,0,250791,2,9,0,5,0,4,1,48,1,0
46,0,328216,2,9,0,2,0,4,1,40,1,1
20,0,400443,2,9,1,11,3,4,0,20,1,0
75,0,95985,4,4.5,2,7,4,2,1,10,1,0
32,1,127651,2,9,0,2,0,4,1,40,1,1
28,0,250679,2,9,0,2,0,4,1,40,1,0
53,0,103950,1,14,2,9,1,4,0,40,1,0
17,0,200199,4,7,1,11,3,4,0,35,1,0
46,1,295791,3,11,2,0,4,4,0,38,1,0
39,0,191841,3,12,2,9,1,4,0,30,1,0
38,0,82622,3,10,2,2,4,4,1,40,1,0
36,0,160728,2,9,0,6,0,4,1,60,1,0
63,1,109849,5,13,1,9,1,2,0,21,1,0
28,0,339897,4,4.5,0,6,0,4,1,43,0,0
28,0,37215,5,13,1,9,3,4,1,45,1,0
49,0,371299,2,9,1,0,4,4,0,35,1,0
43,0,415887,3,10,0,6,0,4,1,40,0,0
38,0,29702,5,13,0,3,0,4,1,45,1,1
39,0,117381,2,9,1,12,1,4,1,62,0,0
42,0,240027,2,9,2,9,1,2,0,40,1,0
40,0,338740,2,9,0,3,0,4,1,40,1,0
45,0,28359,2,9,2,9,4,4,0,10,1,0
29,0,315026,2,9,2,9,4,4,0,40,1,0
24,1,314525,5,13,1,9,1,4,1,45,1,0
30,0,173005,3,10,0,12,0,4,1,50,1,1
44,0,286750,3,10,0,13,0,2,1,40,1,0
40,0,163985,2,9,0,11,0,4,1,24,1,0
30,0,219318,2,9,1,6,2,4,0,35,0,0
42,0,44121,1,14,2,9,1,4,0,40,1,0
52,2,103794,3,11,2,9,1,4,0,35,1,0
42,0,310632,3,10,0,2,0,2,1,40,1,1
39,0,153976,3,10,0,2,0,4,1,52,1,1
43,0,174575,3,10,2,9,4,4,1,45,1,0
62,2,82388,2,9,0,2,0,4,1,40,1,0
30,0,207253,3,11,0,2,0,4,1,40,0,0
78,0,251951,2,9,2,9,1,4,0,20,1,0
39,0,415887,5,13,0,9,0,4,1,55,1,1
41,0,308296,2,9,0,13,5,4,0,20,1,0
49,0,101825,1,14,0,9,5,4,0,40,1,1
25,0,109009,4,7,0,2,0,4,1,40,1,0
48,0,413363,4,7,0,13,0,4,1,40,1,0
59,0,117751,3,12,2,9,1,4,1,8,1,0
44,1,296326,5,13,1,0,1,4,1,40,1,0
36,0,208358,4,5,2,5,1,4,1,56,1,0
40,0,120277,2,9,1,5,3,4,1,40,0,0
21,0,193219,2,9,1,0,3,2,0,35,0,0
41,0,86399,3,10,2,0,1,4,0,38,1,0
24,0,215251,5,13,1,3,1,4,0,50,1,0
67,2,124470,2,9,0,4,0,4,1,60,1,0
24,0,228649,5,13,1,0,3,4,1,38,1,0
50,2,386397,5,13,0,11,0,4,1,60,1,0
48,0,96798,1,14,2,11,1,4,1,35,1,0
55,0,106707,3,12,0,9,0,2,1,20,1,1
29,0,159768,2,9,1,6,1,4,1,40,0,0
50,0,139464,5,13,2,9,4,4,0,36,0,0
64,1,415887,4,6,0,3,0,4,1,40,1,1
49,0,68505,4,5,2,7,1,2,1,37,1,0
20,0,122215,2,9,1,7,3,2,1,52,1,0
30,0,159442,2,9,2,0,1,4,0,40,1,0
37,0,80638,5,13,0,7,0,1,1,30,0,0
52,0,192390,2,9,0,6,0,4,1,40,1,1
22,0,191324,3,10,1,10,3,4,1,25,1,0
77,0,147284,2,9,2,9,1,4,0,14,1,0
19,1,73009,3,10,1,0,3,4,1,15,1,0
52,0,177858,2,9,2,2,2,4,1,55,1,1
42,0,163003,5,13,2,12,3,1,0,40,1,0
35,0,95551,2,9,2,3,1,4,0,36,1,0
27,0,125298,3,10,1,0,4,4,0,50,1,0
54,1,198186,2,9,1,7,1,2,0,38,1,0
37,0,295949,2,9,0,2,0,4,1,40,1,0
37,0,182668,4,6,0,13,0,4,1,35,1,0
28,0,124905,4,4.5,0,2,0,4,1,30,1,0
63,0,171635,5,13,0,11,0,4,1,40,1,0
19,0,376240,2,9,1,6,3,4,1,42,1,0
28,0,157391,5,13,1,11,3,4,0,40,1,0
23,0,114357,3,10,1,9,1,4,1,40,1,0
44,0,178134,3,15,1,9,1,4,0,40,1,1
31,0,207201,3,10,0,2,0,4,1,40,1,1
35,0,124483,5,13,1,11,1,1,1,50,1,1
64,0,102103,2,9,2,8,1,4,0,50,1,0
40,0,92036,2,9,0,5,0,4,1,40,1,1
59,1,236426,3,12,2,9,1,4,0,50,1,0
22,0,400966,3,10,1,0,3,4,0,40,1,0
40,0,404573,3,10,1,11,1,4,0,44,1,0
35,0,227571,4,4.5,0,5,0,4,1,40,0,0
20,0,145917,3,10,1,0,3,4,0,15,1,0
35,1,190226,2,9,1,10,3,4,1,40,1,0
28,0,356555,3,10,0,3,0,4,1,48,1,0
28,0,66473,2,9,2,6,3,4,1,40,1,0
37,0,172256,3,10,0,9,0,4,1,20,1,0
72,0,118902,0,16,0,9,0,4,1,6,1,1
25,2,163039,3,12,1,11,1,4,1,60,1,0
37,0,89559,2,9,2,0,4,4,0,40,1,0
19,0,35507,3,10,1,9,3,4,0,45,1,0
31,0,163303,3,11,2,11,3,4,0,38,1,0
41,0,192712,2,9,1,0,2,4,0,40,1,0
31,0,381153,4,6,0,12,0,4,1,40,1,1
44,0,222434,2,9,0,2,0,4,1,40,1,0
20,0,34706,3,10,1,3,1,2,1,47,1,0
57,2,47857,3,10,0,4,0,4,1,50,1,0
26,0,195216,2,9,2,7,1,4,0,12,1,0
44,2,103643,2,9,0,3,0,4,1,60,0,0
29,1,329426,2,9,1,10,1,4,1,40,1,0
36,0,183612,2,9,0,9,0,4,1,40,1,1
40,0,184105,3,11,0,2,0,4,1,40,1,1
21,0,211385,3,12,1,7,1,2,1,35,0,0
21,0,61777,3,10,1,2,1,4,1,70,1,0
34,2,320194,3,15,2,9,4,4,1,48,1,1
24,0,199444,5,13,1,3,3,4,0,15,1,0
28,0,312588,4,6,2,7,1,4,0,40,1,0
35,0,168675,2,9,2,13,3,4,1,50,1,0
35,0,87556,2,9,2,2,1,4,1,40,1,0
38,1,220421,5,13,1,3,1,4,0,40,1,0
44,1,404599,2,9,2,0,4,2,0,40,1,0
39,0,99065,5,13,0,5,5,4,0,40,0,1
57,1,109973,2,9,2,7,1,4,0,40,1,0
19,0,246652,3,10,1,11,3,4,0,40,1,0
29,0,57423,3,11,0,6,0,4,1,48,1,0
23,0,291248,2,9,1,6,2,2,1,40,1,0
50,0,163708,2,9,2,7,4,4,0,40,1,0
51,2,240358,3,10,0,2,0,4,1,20,1,0
28,0,25955,3,11,2,2,1,0,1,40,1,0
44,0,101593,5,13,0,11,0,4,1,60,1,0
29,2,227890,5,13,1,9,1,2,1,40,1,0
31,0,225053,2,9,2,13,1,4,1,45,1,0
27,0,228472,5,13,0,2,0,4,1,45,1,1
34,0,245378,5,13,0,3,0,4,1,45,1,0
50,2,156623,3,15,0,9,0,1,1,50,0,1
27,0,35032,3,10,0,5,0,4,1,40,1,1
31,0,258849,3,11,1,0,4,2,0,40,1,0
46,0,190115,3,12,0,2,0,4,1,40,1,1
39,0,63910,3,10,1,0,3,1,0,40,1,0
40,0,415887,5,13,0,11,0,4,1,55,1,1
28,0,210867,4,7,2,11,3,4,1,40,1,0
18,0,263024,2,9,1,11,3,4,0,40,1,0
51,0,306785,2,9,2,0,1,4,0,40,1,0
58,2,104333,2,9,2,11,1,4,1,50,1,0
66,0,340734,2,9,0,11,0,4,1,40,1,0
36,2,288585,2,9,0,7,5,1,0,20,0,0
38,0,241765,4,7,2,5,1,4,0,60,1,0
25,0,111058,3,12,1,3,3,4,1,40,1,0
25,0,104662,2,9,1,7,4,4,0,22,1,0
78,0,313986,4,7,1,5,3,4,1,40,1,0
41,1,52037,3,10,2,0,4,4,0,40,1,0
34,0,146589,2,9,1,9,4,2,0,40,1,0
33,0,131776,5,13,2,9,4,4,0,40,0,0
33,0,254221,2,9,1,0,1,4,0,40,1,0
35,0,152909,5,13,0,3,0,4,1,45,1,1
39,2,211785,2,9,1,2,3,2,0,20,1,0
59,0,160362,2,9,0,11,0,4,1,60,1,0
19,0,387215,3,10,1,12,3,4,1,16,1,0
39,0,187046,2,9,0,11,0,4,1,38,1,0
19,0,208874,3,10,1,9,3,4,1,40,1,0
27,0,169631,2,9,1,5,3,4,0,40,1,0
52,0,202956,4,4.5,0,2,0,4,1,40,1,0
59,2,80467,2,9,2,7,3,4,0,24,1,0
28,0,407672,3,10,2,2,4,4,0,40,1,0
37,0,243425,2,9,2,7,2,4,0,50,0,0
50,0,174964,4,6,0,9,0,4,1,99,1,0
36,0,347491,5,13,0,3,0,4,1,50,1,1
34,0,146161,5,13,0,9,0,4,1,60,1,1
23,0,415887,3,10,1,0,3,4,1,40,1,0
19,0,175499,4,7,1,9,3,4,0,30,1,0
33,0,288825,2,9,2,2,1,4,1,84,1,0
27,1,134813,1,14,1,9,3,4,1,52,1,0
31,1,190401,1,14,0,9,0,4,1,40,1,0
21,0,260617,4,6,0,6,0,4,1,36,1,0
31,0,45604,2,9,0,3,0,4,1,54,1,0
59,0,67841,2,9,0,5,0,4,1,40,1,1
40,1,244522,1,14,0,9,0,4,1,48,1,1
19,0,415887,4,7,1,5,3,4,1,40,1,0
47,0,194698,2,9,0,13,0,4,1,50,1,0
34,0,94235,5,13,1,2,4,4,1,40,1,0
57,0,188330,2,9,0,7,0,4,1,78,1,0
51,1,146181,4,5,0,13,0,2,1,40,1,0
21,0,177125,3,10,1,5,1,4,1,20,1,0
30,2,68330,3,10,0,11,0,4,1,50,1,0
46,0,95636,3,10,2,5,1,4,1,45,1,0
40,0,238329,5,13,1,11,1,4,0,45,1,0
52,0,415887,4,4.5,0,7,1,4,1,40,0,0
23,0,285004,5,13,1,11,1,1,1,50,0,0
78,0,256514,5,13,2,9,2,4,0,10,1,0
25,0,186294,2,9,1,0,1,4,0,50,1,0
43,0,188786,3,10,2,13,1,4,1,45,1,0
38,1,31352,3,10,2,10,4,0,0,40,1,1
22,0,197613,3,11,1,7,1,4,0,30,1,0
33,1,161942,5,13,1,0,1,4,0,40,1,0
34,0,275438,3,10,0,9,0,4,1,40,1,1
65,0,361721,3,11,0,13,0,4,1,20,1,0
50,0,144968,2,9,1,12,3,4,1,15,1,0
29,0,190539,5,13,1,11,1,4,1,48,1,0
25,0,178037,2,9,0,13,0,4,1,40,1,0
54,0,306985,3,10,2,0,1,4,0,40,1,0
49,0,87928,2,9,0,0,0,4,1,40,1,1
44,0,242619,3,10,0,6,0,4,1,40,1,0
24,0,154165,4,5,2,7,3,4,0,40,1,0
25,0,415887,5,13,1,11,1,4,1,38,1,0
65,1,221026,2,9,0,13,0,4,1,20,1,0
56,2,222182,2,9,0,3,0,2,1,45,1,0
39,2,126569,3,15,0,9,0,4,1,60,1,1
23,0,202344,5,13,1,9,3,4,0,40,1,0
20,0,190423,3,10,1,7,1,4,0,20,1,0
24,0,238917,4,4.5,1,2,4,4,1,40,0,0
41,0,221947,3,10,0,3,0,4,1,50,1,1
40,2,37997,3,10,0,4,0,4,1,50,1,0
55,0,147098,2,9,0,2,0,4,1,50,1,1
38,0,278253,2,9,2,0,4,4,0,48,1,0
23,0,195411,2,9,1,0,4,2,0,40,1,0
44,0,76196,5,13,0,3,0,4,1,50,1,0
45,0,120131,3,10,0,2,0,4,1,40,1,1
20,2,186014,3,10,1,0,3,4,0,12,0,0
29,0,205903,2,9,1,7,3,4,1,40,1,0
43,1,125405,2,9,0,10,0,4,1,40,1,0
30,0,219838,4,8,2,6,1,4,1,40,1,0
28,1,19395,3,10,1,0,1,4,0,38,1,0
31,0,223327,2,9,0,3,0,4,1,40,1,1
52,0,114062,2,9,2,2,4,4,0,40,1,0
36,0,95654,5,13,0,9,5,4,0,50,0,1
38,0,177305,2,9,0,2,0,4,1,45,1,0
66,0,299616,3,10,0,9,0,4,1,40,1,0
63,2,117681,3,11,0,4,0,4,1,40,1,0
21,0,237651,3,10,1,7,3,4,1,35,1,0
33,1,150570,2,9,2,0,1,4,1,40,1,0
46,1,106705,3,10,2,9,4,4,0,50,1,0
20,0,174714,3,10,1,9,3,4,1,20,1,0
47,2,175958,5,13,1,11,1,4,1,60,1,0
33,0,144064,0,16,0,9,0,4,1,55,1,1
66,0,107112,4,4.5,1,9,2,2,1,30,1,0
20,0,54152,3,10,1,0,3,4,0,30,1,0
28,0,152951,2,9,2,5,1,4,1,40,1,0
46,0,190487,2,9,2,8,4,4,0,28,0,0
25,0,306666,3,10,0,11,0,2,1,45,1,0
37,0,195148,2,9,0,2,3,4,1,40,1,0
31,2,226624,4,5,0,2,0,4,1,60,1,0
49,0,157569,2,9,0,2,0,4,1,40,1,0
22,1,22966,3,10,2,12,4,4,1,20,1,0
52,0,379682,3,11,0,7,5,4,0,20,1,1
29,0,415887,3,12,0,3,5,4,0,50,1,0
18,0,41794,4,7,1,7,3,4,0,20,1,0
31,1,90409,3,10,0,3,0,4,1,35,1,0
23,0,125491,3,10,1,7,1,1,0,35,0,0
27,0,129661,3,11,0,9,5,0,0,40,1,1
54,2,104748,4,6,0,11,0,4,1,65,1,0
50,1,169182,2,9,2,7,4,4,0,49,0,0
46,0,324655,1,14,0,12,0,4,1,40,1,1
24,0,122272,5,13,1,4,3,4,0,40,1,0
17,0,114798,4,7,1,9,3,4,0,18,1,0
49,2,289707,2,9,2,7,1,4,1,45,1,0
54,1,137691,2,9,0,2,0,4,1,40,1,1
41,0,84610,5,13,0,3,0,4,1,60,1,1
49,0,166789,2,9,0,0,0,4,1,40,1,0
36,1,348728,5,13,1,9,1,4,0,35,1,0
23,0,348092,2,9,1,13,3,2,1,40,0,0
63,0,154526,3,10,2,7,1,4,0,40,1,0
67,0,288371,2,9,0,11,0,4,1,40,0,1
23,0,182342,2,9,1,2,1,4,1,40,1,0
22,0,244366,5,13,1,9,3,4,1,40,1,0
66,0,102423,3,11,0,0,0,4,1,30,1,0
25,0,259688,4,7,0,2,0,4,1,50,1,0
30,0,98733,3,10,2,6,4,4,0,20,1,0
35,0,174856,2,9,0,13,0,4,1,40,1,0
67,2,141797,4,4.5,0,3,0,4,1,40,1,0
30,0,327202,4,8,1,2,1,2,1,40,1,0
26,0,76996,3,10,1,6,1,2,0,38,1,0
34,0,260560,2,9,0,6,0,4,1,40,1,0
21,0,370990,3,10,1,11,3,4,1,40,1,0
18,0,129010,4,8,1,2,3,4,1,10,1,0
21,0,415887,2,9,1,2,1,4,1,40,1,0
76,2,120796,4,5,0,9,0,4,1,40,1,0
51,1,45334,3,10,0,10,0,1,1,70,1,0
26,0,229523,2,9,0,6,5,4,0,56,1,0
18,0,127388,4,8,1,7,1,4,0,25,1,0
18,0,395567,4,7,1,9,3,4,1,40,1,0
34,0,119422,3,11,0,6,0,4,1,50,1,0
59,0,193895,2,9,2,3,1,4,0,40,1,0
55,0,163083,5,13,2,3,1,4,1,45,1,1
33,2,155343,3,10,1,4,1,4,1,72,1,0
25,0,73895,2,9,1,7,3,4,0,10,1,0
48,0,107682,2,9,2,6,1,4,0,10,1,0
64,0,321166,5,13,2,11,1,4,0,5,1,0
47,1,154940,1,14,1,9,1,4,0,45,1,1
26,0,103700,3,10,1,12,3,4,0,40,1,0
36,0,63509,3,12,0,9,0,4,1,48,1,1
21,0,243842,2,9,0,4,0,4,1,40,1,0
54,0,187221,4,4.5,1,9,1,4,0,25,1,0
30,0,58597,2,9,1,6,3,4,1,44,1,0
41,2,190290,2,9,2,2,1,4,1,40,1,0
53,0,158352,1,14,1,9,1,4,0,35,1,1
34,0,62165,3,10,1,11,2,2,1,30,1,0
20,0,307149,3,10,1,9,3,4,0,35,1,0
24,0,280134,4,6,1,11,1,4,1,49,0,0
26,0,118736,5,13,1,9,1,4,0,20,1,0
25,0,171114,2,9,1,0,1,4,0,48,1,0
35,0,169638,3,10,2,11,4,4,0,36,1,0
41,0,125461,3,10,2,2,1,4,1,40,1,1
33,0,145434,4,7,1,2,3,4,1,40,1,0
18,0,152182,3,10,1,7,3,4,0,25,1,0
27,2,233724,2,9,2,0,1,4,1,38,1,0
32,0,153963,2,9,2,7,4,4,0,35,1,0
51,1,88120,2,9,1,7,1,2,1,40,1,0
38,0,96330,3,11,2,0,4,2,0,40,1,0
41,1,66118,3,10,0,13,5,4,0,25,1,0
26,0,182178,3,10,0,2,0,4,1,40,1,0
38,2,53628,3,11,2,3,4,4,1,35,1,0
54,0,174865,4,5,0,3,0,4,1,45,1,1
30,0,66194,5,13,1,9,1,4,0,60,0,0
31,0,73796,3,10,2,3,4,4,0,30,1,0
26,1,28366,5,13,1,9,1,4,1,40,1,0
75,2,231741,0,16,0,9,0,4,1,3,1,0
29,0,237865,1,14,1,13,3,2,1,40,1,0
61,0,195453,2,9,0,3,0,4,1,50,1,1
24,0,116934,3,10,2,11,4,4,0,45,1,0
22,0,87867,4,8,1,9,1,4,1,30,1,0
34,0,415887,3,12,1,9,1,4,1,40,1,0
42,0,263608,3,10,2,2,3,4,1,40,1,0
24,0,263498,4,7,1,2,1,4,1,40,1,0
42,2,183765,3,12,0,11,0,4,1,40,1,0
27,1,415887,2,9,1,2,1,2,1,40,1,0
39,1,113253,5,13,0,9,5,4,0,50,1,1
20,0,138768,2,9,1,5,3,4,1,40,1,0
51,0,302146,4,7,1,7,1,2,0,40,1,0
68,0,253866,5,13,0,11,0,4,1,30,1,0
28,1,214858,2,9,1,6,3,4,1,48,1,0
43,0,243476,2,9,2,12,1,4,0,40,1,0
35,0,169104,3,10,2,2,1,4,1,40,1,0
44,0,103218,2,9,2,0,4,2,0,40,1,0
41,0,57233,5,13,1,5,1,4,1,40,1,0
44,0,228320,2,9,0,12,0,4,1,45,1,1
20,0,217421,2,9,0,0,2,4,0,40,1,0
46,0,185041,2,9,0,2,0,4,1,75,1,1
27,2,37302,3,12,0,13,0,4,1,70,1,1
32,0,261059,3,10,1,7,1,4,1,50,1,0
46,0,59767,3,10,2,11,1,4,1,50,1,0
26,0,333541,2,9,1,7,1,4,1,24,1,0
20,0,133352,3,10,1,0,3,1,0,40,0,0
36,0,99270,2,9,0,4,5,4,0,40,1,0
49,0,204629,5,13,0,3,0,4,1,40,1,1
32,0,34104,2,9,0,3,0,4,1,55,1,1
32,0,312667,5,13,0,9,0,4,1,50,1,1
49,0,329603,5,13,0,2,0,4,1,40,1,1
36,0,281021,2,9,1,13,1,4,1,45,1,0
22,0,275385,3,10,1,7,2,4,1,25,1,0
52,1,129177,2,9,2,0,1,4,0,40,1,0
42,0,385591,2,9,0,3,0,4,1,50,1,1
22,0,201179,3,10,1,9,3,4,1,40,1,0
72,0,38360,2,9,2,7,4,4,0,16,1,0
30,1,73796,5,13,2,9,1,4,0,40,1,0
44,0,67671,3,10,0,5,0,4,1,40,1,0
23,0,257621,5,13,1,11,1,4,0,45,1,0
22,0,180052,3,10,1,11,3,4,1,20,1,0
59,0,415887,5,13,2,0,4,4,1,60,1,0
46,0,215943,2,9,2,9,4,4,0,40,1,0
30,0,415887,3,11,0,5,0,4,1,40,0,0
64,1,199298,4,4.5,2,7,4,4,0,30,0,0
31,0,305692,3,10,0,11,5,2,0,40,1,0
64,0,114994,2,9,0,7,0,4,1,20,1,0
45,0,88265,2,9,1,6,3,4,0,40,1,0
59,0,168569,2,9,0,6,0,4,1,40,1,1
